tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
connection state RSTR protocol tcp protocol tcp destination port 2407 connection state RSTR,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
tcp connection attempt with no response multiple connection attempts across ports horizontal scanning behavior pattern protocol tcp destination port 59353 connection state S0,Malicious
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
udp balanced communication bidirectional packet flow protocol udp destination port 123 connection state SF,Benign
