 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
51000,169448.0,5,2,4472,92,1460,46,894.4,774.4796963123049,46,46,46.0,0.0,26934.516624955642,41.310608320484114,28241.333333333332,36863.40471886267,76225.0,522.0,169448.0,42362.0,39718.08950591657,78358.0,5857.0,87888.0,87888.0,0.0,87888.0,87888.0,0,0,0,0,100,40,29.507577371774367,11.803030948709747,46,1460,652.0,755.8147921283362,571256.0,0,0,0,0,5,0,0,0,0.4,652.0,894.4,46.0,100,0,0,0,0,0,0,5,4472,2,92,0,0,5,20,0,0,0,0,0,0,0,0,DDoS
0,0.0,1,0,657,0,657,657,657.0,0.0,0,0,0.0,0.0,657000000000.0,999999999.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,999999999.9999999,0.0,657,657,657.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,657.0,657.0,0.0,20,0,0,0,0,0,0,1,657,0,0,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
0,0.0,1,0,1390,0,1390,1390,1390.0,0.0,0,0,0.0,0.0,1390000000000.0,999999999.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,999999999.9999999,0.0,1390,1390,1390.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1390.0,1390.0,0.0,20,0,0,0,0,0,0,1,1390,0,0,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
80,1049822.0,6,6,320,3645,60,52,53.333333333333336,3.265986323710904,1390,52,607.5,637.4467036545094,3776.8307353276737,11.430509161143021,95438.36363636363,207725.57748302093,518727.99999999994,4.0,1049174.0,209834.8,287429.47741872264,536930.0,6.0,520623.99999999994,104124.79999999999,231771.58093519573,518727.99999999994,4.0,0,0,0,0,120,120,5.715254580571511,5.715254580571511,52,1390,330.4166666666667,518.1301097273354,268458.8106060606,0,1,0,0,8,0,0,0,1.0,330.4166666666667,53.333333333333336,607.5,120,0,0,0,0,0,0,6,320,6,3645,0,0,6,20,0,0,0,0,0,0,0,0,DDoS
0,1250660667.0,2,1,1100,360,551,549,550.0,1.4142135623730951,360,360,360.0,0.0,1.1673829988600997,0.002398732189438561,625330333.5,883836519.6431661,1250297130.0,363537.0,1250297130.0,1250297130.0,0.0,1250297130.0,1250297130.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,0.0015991547929590406,0.0007995773964795203,360,551,486.6666666666667,109.70110907977791,12034.333333333332,0,0,0,0,0,0,0,0,0.5,486.6666666666667,550.0,360.0,40,0,0,0,0,0,0,2,1100,1,360,0,0,2,20,0,0,0,0,0,0,0,0,DDoS
80,25688153.0,13,10,642,1285,60,46,49.38461538461539,4.350066312491905,545,46,128.5,176.25943631161678,75.01512467342377,0.8953543681830549,1167643.3181818181,2786459.546888632,10460484.0,3.0,25688153.0,2140679.4166666665,3591704.180581197,10632570.0,1276.0,25156293.0,2795143.6666666665,3989410.0100623276,10469570.0,3.0,0,0,0,0,260,200,0.5060698602773789,0.38928450790567604,46,545,83.78260869565217,119.6988480698499,14327.81422924901,0,1,0,0,12,0,0,0,0.7692307692307693,83.78260869565217,49.38461538461539,128.5,260,0,0,0,0,0,0,13,642,10,1285,0,0,13,20,0,0,0,0,0,0,0,0,DDoS
80,773838.0,5,3,244,643,60,46,48.8,6.260990336999411,545,46,214.33333333333334,286.38144725755774,1146.2347401571974,10.338081083717675,110548.28571428571,175379.99052886496,373208.0,2.0,773838.0,193459.5,205006.9423287904,374205.0,2.0,399677.0,199838.5,253874.6689697497,379355.0,20322.0,0,0,0,0,100,60,6.461300677323547,3.8767804063941287,46,545,110.875,175.48417714589377,30794.696428571428,0,1,1,0,3,0,0,0,0.6,110.875,48.8,214.33333333333334,100,0,0,0,0,0,0,5,244,3,643,0,0,5,20,0,0,0,0,0,0,0,0,DDoS
0,92840357183.0,7,1,7191,264,1492,355,1027.2857142857142,501.61695687902284,264,264,264.0,0.0,0.08029913096203603,8.616942289688642e-05,13262908169.0,35083073876.22186,92823840184.0,4.0,92840357183.0,15473392863.833334,37894007611.700584,92824210872.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,140,20,7.539824503477562e-05,1.0771177862110803e-05,264,1492,931.875,537.1215445049925,288499.5535714286,0,0,0,0,0,0,0,0,0.14285714285714285,931.875,1027.2857142857142,264.0,140,0,0,0,0,0,0,7,7191,1,264,0,0,7,20,0,0,0,0,0,0,0,0,BENIGN
0,92849658844.0,2,1,2972,1400,1492,1480,1486.0,8.48528137423857,1400,1400,1400.0,0.0,0.04708687198674046,3.231029642274048e-05,46424829422.0,65641651509.992676,92840486333.0,9172511.0,9172511.0,9172511.0,0.0,9172511.0,9172511.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,2.154019761516032e-05,1.077009880758016e-05,1400,1492,1457.3333333333333,50.01333155602947,2501.333333333333,0,0,0,0,0,0,0,0,0.5,1457.3333333333333,1486.0,1400.0,40,0,0,0,0,0,0,2,2972,1,1400,0,0,2,20,0,0,0,0,0,0,0,0,DDoS
80,26268775.0,15,8,2251,4754,1400,46,150.06666666666666,346.5421983512185,1492,46,594.25,743.4325312840625,266.66641286977915,0.8755642392583756,1194035.2272727273,3736746.5626595803,15875414.0,1.0,26268775.0,1876341.0714285714,4620919.514315231,15930352.0,1.0,25818637.0,3688376.714285714,6452858.045072527,16145584.0,2.0,0,0,0,0,300,160,0.571020156038071,0.3045440832203045,46,1492,304.5652173913044,546.871667352917,299068.62055335956,0,0,4,0,17,0,0,0,0.5333333333333333,304.5652173913044,150.06666666666666,594.25,300,0,0,0,0,0,0,15,2251,8,4754,0,0,15,20,0,0,0,0,0,0,0,0,DDoS
80,9724219.0,6,6,308,1746,60,46,51.333333333333336,5.163977794943222,1492,46,291.0,588.4090413989235,211.22518937395125,1.2340322650863753,884019.9090909091,2648703.7319244845,8857143.0,1.0,9338331.0,1867666.2,3926251.3173917816,8882270.0,2.0,9337686.0,1867537.2,3950151.778072483,8926639.0,1.0,0,0,0,0,120,120,0.6170161325431877,0.6170161325431877,46,1492,171.16666666666666,415.99602999271156,173052.696969697,0,1,4,0,5,0,0,0,1.0,171.16666666666666,51.333333333333336,291.0,120,0,0,0,0,0,0,6,308,6,1746,0,0,6,20,0,0,0,0,0,0,0,0,DDoS
0,0.0,1,0,594,0,594,594,594.0,0.0,0,0,0.0,0.0,594000000000.0,999999999.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,999999999.9999999,0.0,594,594,594.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,594.0,594.0,0.0,20,0,0,0,0,0,0,1,594,0,0,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
35318,1228357.0,15,14,14028,644,1492,46,935.2,663.9126663736945,46,46,46.0,0.0,11944.410287933873,23.608771697797323,43869.892857142855,132597.03940562264,530315.0,1.0,1129065.0,80647.5,195935.40744405854,564932.0,2.0,1206000.0,92769.23076923077,219617.6997622436,657162.0,1.0,0,0,0,0,300,280,12.21143363679172,11.397338061005605,46,1492,505.9310344827586,651.8246330239052,424875.3522167487,0,0,2,0,19,0,0,0,0.9333333333333333,505.9310344827586,935.2,46.0,300,0,0,0,0,0,0,15,14028,14,644,0,0,15,20,0,0,0,0,0,0,0,0,DDoS
0,473463.0,1,1,417,114,417,417,417.0,0.0,114,114,114.0,0.0,1121.5237492232259,4.224194912328534,473463.0,0.0,473463.0,473463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,2.112097456164267,2.112097456164267,114,417,265.5,214.2533546995239,45904.5,0,0,0,0,0,0,0,0,1.0,265.5,417.0,114.0,20,0,0,0,0,0,0,1,417,1,114,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
80,938644.0,4,4,196,868,52,46,49.0,3.4641016151377544,724,46,217.0,338.0118341123577,1133.550098723744,8.522933073110856,134092.0,226236.58704477194,478456.0,14.0,938644.0,312881.3333333333,266644.03452230716,478592.0,5295.0,481594.0,160531.33333333334,278005.12448754127,481544.0,14.0,0,0,0,0,80,80,4.261466536555428,4.261466536555428,46,724,133.0,238.81852045912544,57034.28571428572,0,1,0,0,3,0,0,0,1.0,133.0,49.0,217.0,80,0,0,0,0,0,0,4,196,4,868,0,0,4,20,0,0,0,0,0,0,0,0,DDoS
0,366278.0,1,1,316,46,316,316,316.0,0.0,46,46,46.0,0.0,988.3203441420987,5.460333393050269,366278.0,0.0,366278.0,366278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,2.7301666965251346,2.7301666965251346,46,316,181.0,190.91883092036784,36450.0,0,0,0,0,0,0,0,0,1.0,181.0,316.0,46.0,20,0,0,0,0,0,0,1,316,1,46,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
0,0.0,1,0,362,0,362,362,362.0,0.0,0,0,0.0,0.0,362000000000.0,999999999.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,999999999.9999999,0.0,362,362,362.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,362.0,362.0,0.0,20,0,0,0,0,0,0,1,362,0,0,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
80,751200.0,5,4,242,258,52,46,48.4,3.2863353450309964,114,46,64.5,33.12099032335839,665.6017030543109,11.980830654977595,93900.0,171283.31254053075,376439.0,3.0,751200.0,187800.0,213469.15477105038,376471.0,3.0,366347.0,122115.66666666667,211474.16668315147,366305.0,4.0,0,0,0,0,100,80,6.656017030543109,5.324813624434487,46,114,55.55555555555556,22.10831919838724,488.7777777777777,0,1,0,0,4,0,0,0,0.8,55.55555555555556,48.4,64.5,100,0,0,0,0,0,0,5,242,4,258,0,0,5,20,0,0,0,0,0,0,0,0,DDoS
0,0.0,1,0,153,0,153,153,153.0,0.0,0,0,0.0,0.0,153000000000.0,999999999.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,999999999.9999999,0.0,153,153,153.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,153.0,153.0,0.0,20,0,0,0,0,0,0,1,153,0,0,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
0,0.0,1,0,1500,0,1500,1500,1500.0,0.0,0,0,0.0,0.0,1500000000000.0,999999999.9999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,0,999999999.9999999,0.0,1500,1500,1500.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1500.0,1500.0,0.0,20,0,0,0,0,0,0,1,1500,0,0,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
80,124009660.0,14,14,9928,6231,1500,52,709.1428571428571,696.0883959275969,1500,46,445.07142857142856,563.6200935826454,130.30436499761143,0.2257888619303868,4592950.37037037,21426185.81296007,111233524.0,1.0,123930126.0,9533086.615384616,30719609.80873741,111233535.0,3.0,123795575.0,9522736.538461538,30723250.3297106,111233531.0,1.0,0,0,0,0,280,280,0.1128944309651934,0.1128944309651934,46,1500,577.1071428571429,635.8669403837692,404326.7658730159,0,0,0,0,18,0,0,0,1.0,577.1071428571429,709.1428571428571,445.07142857142856,280,0,0,0,0,0,0,14,9928,14,6231,0,0,14,20,0,0,0,0,0,0,0,0,DDoS
0,432108.0,1,1,869,420,869,869,869.0,0.0,420,420,420.0,0.0,2983.0505267593967,4.628472500790375,432108.0,0.0,432108.0,432108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,2.3142362503951874,2.3142362503951874,420,869,644.5,317.49094475275984,100800.5,0,0,0,0,0,0,0,0,1.0,644.5,869.0,420.0,20,0,0,0,0,0,0,1,869,1,420,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
80,876494.0,2,3,98,1072,52,46,49.0,4.242640687119285,974,46,357.3333333333333,534.0574251270489,1334.8636712460511,5.704545603615603,219123.5,244302.45608603008,432711.0,5168.0,437879.0,437879.0,0.0,437879.0,437879.0,443783.0,221891.5,299719.23002119834,433825.0,9958.0,0,0,0,0,40,60,2.281818241446241,3.422727362169362,46,974,234.0,413.6834538629748,171134.0,0,1,0,0,2,0,0,0,1.5,234.0,49.0,357.3333333333333,40,0,0,0,0,0,0,2,98,3,1072,0,0,2,20,0,0,0,0,0,0,0,0,BENIGN
0,1585227.9999999998,1,1,685,862,685,685,685.0,0.0,862,862,862.0,0.0,975.8848563261027,1.2616481659031709,1585228.0,0.0,1585228.0,1585228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.6308240829515854,0.6308240829515854,685,862,773.5,125.15790027001891,15664.5,0,0,0,0,0,0,0,0,1.0,773.5,685.0,862.0,20,0,0,0,0,0,0,1,685,1,862,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
80,1983373.0,3,3,783,517,685,46,261.0,367.2070260765717,419,46,172.33333333333334,213.64066404440268,655.4490755619597,3.0251495795167376,396674.6,484475.048827388,1189673.0,2481.0,1587388.0,793694.0,559998.8722149358,1189673.0,397715.0,1588139.0,794069.5,1118076.5353053878,1584669.0,3470.0,0,0,0,0,60,60,1.5125747897583688,1.5125747897583688,46,685,216.66666666666666,273.0418771299865,74551.86666666667,0,1,0,0,2,0,0,0,1.0,216.66666666666666,261.0,172.33333333333334,60,0,0,0,0,0,0,3,783,3,517,0,0,3,20,0,0,0,0,0,0,0,0,DDoS
0,795579710456.0,3,3,2447,1665,899,761,815.6666666666666,73.33030296769087,555,555,555.0,0.0,0.005168558154459636,7.541670458841882e-06,159115942091.2,219129236006.694,430861229149.0,427701.0,795579282755.0,397789641377.5,46771010668.29535,430861740184.0,364717542571.0,795579187840.0,397789593920.0,46770959931.26248,430861656850.0,364717530990.0,0,0,0,0,60,60,3.770835229420941e-06,3.770835229420941e-06,555,899,685.3333333333334,150.11684338096998,22535.06666666667,0,0,0,0,0,0,0,0,1.0,685.3333333333334,815.6666666666666,555.0,60,0,0,0,0,0,0,3,2447,3,1665,0,0,3,20,0,0,0,0,0,0,0,0,BENIGN
80,1024305.9999999999,3,3,152,512,60,46,50.666666666666664,8.082903768654761,420,46,170.66666666666666,215.92900067692005,648.2437858918685,5.857624571312065,204861.2,278004.3871986556,510348.0,1139.0,1022098.0,511049.0,2066.166014627051,512510.0,509588.00000000006,515857.0,257928.5,358585.86955497845,511487.0,4370.0,0,0,0,0,60,60,2.9288122856560324,2.9288122856560324,46,420,110.66666666666667,151.64519994601432,22996.266666666663,0,1,0,0,3,0,0,0,1.0,110.66666666666667,50.666666666666664,170.66666666666666,60,0,0,0,0,0,0,3,152,3,512,0,0,3,20,0,0,0,0,0,0,0,0,DDoS
80,1012044.0,2,3,106,522,60,46,53.0,9.899494936611665,430,46,174.0,221.70250336881628,620.5263796628146,4.940496653366359,253011.0,288968.01152492064,521413.0,1592.0,486020.0,486020.0,0.0,486020.0,486020.0,527616.0,263808.0,366559.91272641916,523005.00000000006,4611.0,0,0,0,0,40,60,1.9761986613465434,2.9642979920198154,46,430,125.6,170.2727224190651,28992.799999999996,0,1,0,0,2,0,0,0,1.5,125.6,53.0,174.0,40,0,0,0,0,0,0,2,106,3,522,0,0,2,20,0,0,0,0,0,0,0,0,DDoS
80,863382.0,4,3,204,518,60,46,51.0,6.6332495807108,420,46,172.66666666666666,214.21795754169005,836.2462955722424,8.107651065104843,143897.0,219129.6235893267,427012.0,356.0,863382.0,287794.0,246473.39250109738,431009.0,3193.0,433533.0,216766.5,299761.6564280695,428730.0,4803.0,0,0,0,0,80,60,4.632943465774196,3.474707599330647,46,420,103.14285714285714,139.813481194803,19547.809523809527,0,1,0,0,4,0,0,0,0.75,103.14285714285714,51.0,172.66666666666666,80,0,0,0,0,0,0,4,204,3,518,0,0,4,20,0,0,0,0,0,0,0,0,DDoS
80,5682489.0,4,2,699,875,543,52,174.75,245.5,456,419,437.5,26.16295090390226,276.9912972507309,1.0558753389481483,1136497.8,2245908.8306773943,5131986.0,1543.0,5682489.0,1894163.0,2817341.1383251054,5131986.0,1778.0,1955.0000000000002,1955.0000000000002,0.0,1955.0000000000002,1955.0000000000002,0,0,0,0,80,40,0.7039168926320989,0.35195844631604944,52,543,262.3333333333333,233.8996936010534,54709.066666666666,0,1,0,0,2,0,0,0,0.5,262.3333333333333,174.75,437.5,80,0,0,0,0,0,0,4,699,2,875,0,0,4,20,0,0,0,0,0,0,0,0,DDoS
0,10492945452.0,1,1,398,496,398,398,398.0,0.0,496,496,496.0,0.0,0.08520009982797676,0.00019060425017444467,10492945452.0,0.0,10492945452.0,10492945452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,9.530212508722234e-05,9.530212508722234e-05,398,496,447.0,69.29646455628166,4802.0,0,0,0,0,0,0,0,0,1.0,447.0,398.0,496.0,20,0,0,0,0,0,0,1,398,1,496,0,0,1,20,0,0,0,0,0,0,0,0,BENIGN
0,10501089787.0,2,0,3000,0,1500,1500,1500.0,0.0,0,0,0.0,0.0,0.285684634723685,0.00019045642314912333,10501089787.0,0.0,10501089787.0,10501089787.0,10501089787.0,10501089787.0,0.0,10501089787.0,10501089787.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.00019045642314912333,0.0,1500,1500,1500.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1500.0,1500.0,0.0,40,0,0,0,0,0,0,2,3000,0,0,0,0,2,20,0,0,0,0,0,0,0,0,BENIGN
41542,1246671.0,10,2,9354,606,1500,52,935.4,729.3309262605009,542,64,303.0,337.9970414071697,7989.277036211415,9.625634983387247,113333.72727272728,273005.3494996356,857792.0,3.0,1246671.0,138519.0,415528.1250809023,1246594.0,3.0,857792.0,857792.0,0.0,857792.0,857792.0,0,0,0,0,200,40,8.02136248615604,1.604272497231208,52,1500,830.0,711.4712030203842,506191.2727272727,0,0,0,0,8,0,0,0,0.2,830.0,935.4,303.0,200,0,0,0,0,0,0,10,9354,2,606,0,0,10,20,0,0,0,0,0,0,0,0,DDoS
